Neighborhood,Municipality,Year,Age,Gender,StrugglingMakeEnds,ReceivesSupportFromOthers,VolunteerWork,Caregiver,FragileHealthSocialDomain,HighRiskAnxietyDisorderOrDepression,LowResilience,ModerateControlOverMyOwnLife,VeryMuchStressLast4Weeks,SuicideThoughtsLast12Months,GoodExperiencedHealth,MovementImpairment,HearingImpairment,WeeklyExercising,Lonely_25,SeverelyLonely_26,EmotionallyLonely_27,SociallyLonely_28
Fascinatio,Capelle aan den IJssel,2020,45-54,Female,17.9,12.7,34.0,26.4,16.7,12.4,14.1,64.8,22.3,2.4,69.1,15.8,8.4,52.6,57.4,13.0,30.3,31.3
Fascinatio,Capelle aan den IJssel,2021,45-54,Male,16.9,10.1,37.1,24.8,15.0,10.6,13.1,66.3,21.9,2.6,70.9,13.5,9.7,55.0,54.2,15.5,26.4,28.3
Fascinatio,Capelle aan den IJssel,2021,45-54,Female,17.7,13.2,33.5,26.9,16.3,12.2,13.8,64.6,22.7,2.2,69.2,15.6,8.9,52.6,59.4,14.6,31.4,33.3
Fascinatio,Capelle aan den IJssel,2022,45-54,Male,16.4,11.0,36.4,24.6,15.7,10.5,13.2,66.7,21.2,2.0,70.8,14.1,9.0,54.9,56.2,13.3,27.0,30.8
Fascinatio,Capelle aan den IJssel,2022,45-54,Female,17.5,13.0,33.6,26.6,16.8,12.2,13.6,64.5,23.0,2.5,68.9,15.2,8.7,52.6,60.0,16.5,33.2,32.9
Fascinatio,Capelle aan den IJssel,2018,55-64,Male,16.0,10.6,36.1,23.5,18.1,8.6,12.6,64.3,19.6,2.5,67.4,19.0,12.3,54.0,59.1,12.0,27.2,31.5
Fascinatio,Capelle aan den IJssel,2018,55-64,Female,16.3,13.8,34.7,26.5,19.4,10.8,14.6,64.2,20.4,2.4,66.8,21.0,11.9,51.0,62.0,12.9,31.6,31.7
Fascinatio,Capelle aan den IJssel,2019,55-64,Male,16.2,11.3,36.1,23.9,18.1,8.9,12.9,64.3,19.6,2.6,67.4,18.8,12.0,53.3,60.1,15.1,29.9,31.4
Fascinatio,Capelle aan den IJssel,2019,55-64,Female,15.4,13.7,34.5,26.7,19.4,10.8,14.4,63.5,20.4,2.7,66.1,21.0,11.4,51.3,60.3,15.5,30.0,33.0
Fascinatio,Capelle aan den IJssel,2020,55-64,Male,15.9,11.3,36.6,23.9,17.7,8.8,13.3,64.4,19.8,1.7,67.9,19.6,12.8,53.3,57.0,12.0,28.9,30.9
Fascinatio,Capelle aan den IJssel,2020,55-64,Female,15.8,13.9,34.2,26.5,19.6,10.5,13.8,63.9,20.5,2.8,66.3,20.4,12.2,51.1,60.0,16.6,29.3,31.9
Fascinatio,Capelle aan den IJssel,2021,55-64,Male,16.4,10.6,36.2,24.1,17.7,9.4,13.1,64.8,19.2,2.1,68.1,18.7,12.6,53.3,59.8,14.2,28.5,32.7
Fascinatio,Capelle aan den IJssel,2021,55-64,Female,15.4,13.5,34.3,27.0,18.9,11.2,13.8,63.5,21.0,3.1,66.3,21.0,11.7,50.8,60.6,11.0,31.4,32.2
Fascinatio,Capelle aan den IJssel,2022,55-64,Male,16.3,11.0,36.4,23.5,18.0,9.1,13.4,64.8,19.3,1.9,67.2,18.7,12.8,53.4,57.5,15.9,28.7,30.9
Fascinatio,Capelle aan den IJssel,2022,55-64,Female,15.5,13.6,34.1,27.1,19.6,11.4,14.4,63.5,21.2,2.6,66.4,20.3,12.0,50.8,62.0,11.8,34.1,32.5
's-Gravenland Capelle,Capelle aan den IJssel,2018,18-24,Male,15.7,11.7,31.1,14.5,9.0,11.8,15.0,64.5,23.4,3.4,79.3,1.2,0.0,61.8,59.1,10.9,33.1,35.1
's-Gravenland Capelle,Capelle aan den IJssel,2018,18-24,Female,15.6,14.8,29.1,17.0,10.6,13.7,16.3,64.0,25.5,4.2,78.6,2.4,0.3,59.0,62.0,15.6,34.8,35.5
's-Gravenland Capelle,Capelle aan den IJssel,2019,18-24,Male,15.6,11.6,30.7,13.7,9.3,11.9,15.4,64.1,23.4,4.0,79.5,1.5,0.6,62.0,59.9,15.8,32.9,35.3
's-Gravenland Capelle,Capelle aan den IJssel,2019,18-24,Female,15.9,14.5,28.6,17.2,9.9,13.1,16.2,64.0,25.0,3.9,78.6,2.8,0.5,59.2,62.0,15.1,36.5,36.0
's-Gravenland Capelle,Capelle aan den IJssel,2020,18-24,Male,15.1,12.5,30.8,14.3,8.9,11.4,15.3,64.5,24.0,3.4,78.8,1.1,0.6,61.6,60.7,12.5,33.4,36.3
's-Gravenland Capelle,Capelle aan den IJssel,2020,18-24,Female,15.7,13.9,29.4,17.2,10.1,13.2,16.4,63.4,25.2,3.9,78.5,2.5,0.0,58.5,62.0,13.4,36.6,37.6
's-Gravenland Capelle,Capelle aan den IJssel,2021,18-24,Male,15.6,12.2,31.3,13.8,9.3,11.7,15.5,64.3,24.1,4.0,78.9,1.4,0.9,62.0,61.6,11.2,32.9,35.6
's-Gravenland Capelle,Capelle aan den IJssel,2021,18-24,Female,15.8,14.2,29.1,16.7,10.5,13.6,16.3,63.8,25.4,4.4,78.6,2.6,0.8,58.5,62.0,15.9,34.1,37.3
's-Gravenland Capelle,Capelle aan den IJssel,2022,18-24,Male,14.9,11.9,31.2,14.3,9.4,11.7,15.4,64.5,23.9,3.6,78.8,1.7,0.5,61.9,61.0,17.0,33.6,37.6
's-Gravenland Capelle,Capelle aan den IJssel,2022,18-24,Female,15.0,14.8,29.0,17.3,10.3,13.1,16.5,63.4,25.2,4.3,78.8,2.4,0.4,59.1,62.0,13.9,35.8,36.6
's-Gravenland Capelle,Capelle aan den IJssel,2018,25-34,Male,14.2,9.9,32.9,16.6,9.3,10.8,13.0,66.9,22.5,2.5,76.1,2.8,1.2,59.6,54.2,11.8,26.0,33.3
's-Gravenland Capelle,Capelle aan den IJssel,2018,25-34,Female,14.2,12.6,31.0,19.4,10.0,12.6,14.1,65.4,23.6,3.6,75.5,3.8,1.5,57.2,57.2,14.4,29.5,32.3
's-Gravenland Capelle,Capelle aan den IJssel,2019,25-34,Male,14.4,10.1,33.2,16.2,9.0,10.4,13.2,66.2,22.9,3.2,76.5,2.4,1.8,59.5,51.6,13.9,26.6,29.1
's-Gravenland Capelle,Capelle aan den IJssel,2019,25-34,Female,14.1,11.7,31.5,19.2,10.5,12.5,14.7,65.2,24.1,3.5,75.4,4.2,1.9,57.0,57.8,10.5,30.4,33.6
's-Gravenland Capelle,Capelle aan den IJssel,2020,25-34,Male,14.4,9.6,33.8,16.4,8.9,10.3,12.7,66.0,22.7,2.7,76.1,2.9,0.8,59.2,52.0,14.0,26.7,29.9
's-Gravenland Capelle,Capelle aan den IJssel,2020,25-34,Female,13.6,12.0,31.6,19.2,10.6,13.0,14.7,64.9,23.7,3.6,75.1,3.9,1.9,57.1,55.8,12.8,31.1,33.7
's-Gravenland Capelle,Capelle aan den IJssel,2021,25-34,Male,13.8,9.7,33.9,16.9,9.3,10.4,12.5,66.7,22.5,3.3,76.2,2.7,1.1,59.4,52.8,9.6,27.2,29.6
's-Gravenland Capelle,Capelle aan den IJssel,2021,25-34,Female,13.7,12.0,31.2,19.1,10.0,12.3,13.9,65.5,23.8,3.6,75.0,4.4,1.4,56.4,55.0,14.7,28.8,31.2
's-Gravenland Capelle,Capelle aan den IJssel,2022,25-34,Male,14.5,10.2,33.7,16.6,9.5,10.5,13.1,66.9,23.3,3.5,76.6,2.5,1.7,59.9,53.5,12.1,27.8,30.7
's-Gravenland Capelle,Capelle aan den IJssel,2022,25-34,Female,13.8,11.7,31.3,19.8,10.7,12.7,14.3,65.1,24.0,3.9,75.5,4.3,1.5,56.5,58.0,10.2,30.2,35.1
's-Gravenland Capelle,Capelle aan den IJssel,2018,35-44,Male,14.0,10.1,36.4,21.9,10.5,8.8,12.8,68.2,20.9,1.5,74.5,5.9,3.3,58.0,50.6,13.8,25.5,28.5
's-Gravenland Capelle,Capelle aan den IJssel,2018,35-44,Female,14.8,12.7,34.1,24.1,11.3,11.0,13.1,67.6,22.8,2.6,74.2,7.5,2.1,54.4,50.8,10.3,26.7,27.8
's-Gravenland Capelle,Capelle aan den IJssel,2019,35-44,Male,13.6,9.6,36.4,21.0,10.6,9.2,12.7,67.5,21.4,2.2,74.4,5.2,3.0,57.3,47.9,11.4,23.2,25.2
's-Gravenland Capelle,Capelle aan den IJssel,2019,35-44,Female,14.5,11.8,33.8,24.2,12.1,10.7,12.8,67.0,22.3,3.0,74.7,7.0,2.5,54.8,53.7,14.2,27.8,29.6
's-Gravenland Capelle,Capelle aan den IJssel,2020,35-44,Male,13.8,9.9,36.7,21.4,10.9,9.2,12.4,67.9,21.2,2.1,75.0,5.4,2.8,57.8,48.5,9.5,23.7,27.8
's-Gravenland Capelle,Capelle aan den IJssel,2020,35-44,Female,14.0,12.1,33.8,23.8,11.6,10.6,13.1,67.4,23.1,2.1,74.8,7.5,2.0,54.3,52.0,10.7,26.2,30.1
's-Gravenland Capelle,Capelle aan den IJssel,2021,35-44,Male,13.6,10.0,36.2,21.2,11.1,9.5,12.5,67.6,21.6,2.3,74.8,5.2,2.7,57.5,51.3,14.5,25.0,29.8
's-Gravenland Capelle,Capelle aan den IJssel,2021,35-44,Female,14.1,11.8,33.5,23.8,11.2,10.3,12.8,67.0,22.9,3.0,74.2,7.3,1.6,55.1,52.9,10.8,25.2,30.6
's-Gravenland Capelle,Capelle aan den IJssel,2022,35-44,Male,13.4,9.9,36.1,21.3,10.8,8.8,12.9,67.7,21.4,1.8,74.6,5.9,3.1,57.8,49.3,9.9,24.8,27.9
's-Gravenland Capelle,Capelle aan den IJssel,2022,35-44,Female,13.9,12.2,33.6,24.3,11.5,11.3,13.4,67.5,22.3,2.1,74.2,7.3,1.9,54.4,51.8,10.0,27.3,29.3
's-Gravenland Capelle,Capelle aan den IJssel,2018,45-54,Male,12.9,9.0,37.5,23.1,13.0,8.5,11.9,67.0,18.6,1.6,71.5,11.6,6.8,56.1,52.4,13.3,25.8,28.1
's-Gravenland Capelle,Capelle aan den IJssel,2018,45-54,Female,12.5,11.1,35.0,26.4,13.7,9.7,13.0,66.1,21.1,1.7,70.5,13.3,7.5,53.2,55.6,11.2,26.6,29.6
's-Gravenland Capelle,Capelle aan den IJssel,2019,45-54,Male,12.9,8.4,38.2,23.3,13.0,8.3,11.8,67.2,19.4,2.0,71.4,11.3,7.0,56.1,52.1,12.9,23.8,28.7
's-Gravenland Capelle,Capelle aan den IJssel,2019,45-54,Female,12.7,11.8,34.6,26.5,13.5,10.3,12.9,66.2,20.7,2.4,70.3,12.8,7.4,52.8,53.2,13.1,27.9,29.8
's-Gravenland Capelle,Capelle aan den IJssel,2020,45-54,Male,12.5,8.6,38.1,23.7,13.0,7.9,11.5,67.1,18.8,1.8,71.2,10.7,7.3,56.7,50.5,14.4,22.6,26.3
's-Gravenland Capelle,Capelle aan den IJssel,2020,45-54,Female,12.6,11.5,34.7,26.8,14.4,10.5,13.3,66.2,20.5,2.1,70.1,12.8,7.0,53.1,55.0,12.6,27.5,32.1
's-Gravenland Capelle,Capelle aan den IJssel,2021,45-54,Male,13.3,8.6,37.8,23.6,13.0,8.2,11.8,67.0,18.6,2.2,71.3,11.1,7.7,56.8,52.0,9.9,25.6,28.5
's-Gravenland Capelle,Capelle aan den IJssel,2021,45-54,Female,12.7,11.0,34.4,26.5,14.1,9.7,12.6,66.5,20.7,2.0,69.8,13.2,7.3,52.9,53.8,15.4,27.0,31.5
's-Gravenland Capelle,Capelle aan den IJssel,2022,45-54,Male,12.5,9.1,37.7,23.3,13.0,8.3,11.9,67.3,19.0,1.4,71.4,11.2,7.1,56.4,52.8,11.2,23.6,29.6
's-Gravenland Capelle,Capelle aan den IJssel,2022,45-54,Female,12.2,11.3,34.7,25.8,13.8,9.6,13.0,66.1,20.6,2.1,70.3,13.3,7.6,53.2,53.1,12.3,26.1,29.2
's-Gravenland Capelle,Capelle aan den IJssel,2018,55-64,Male,12.1,8.4,37.3,23.3,15.8,6.4,11.1,66.1,16.6,1.0,69.1,15.7,11.4,55.3,53.8,10.4,25.1,29.7
's-Gravenland Capelle,Capelle aan den IJssel,2018,55-64,Female,12.7,10.4,35.4,26.5,17.3,8.3,10.9,65.0,17.8,2.1,68.1,17.7,10.2,51.1,56.0,10.9,25.2,32.0
's-Gravenland Capelle,Capelle aan den IJssel,2019,55-64,Male,12.9,9.1,37.7,24.0,15.5,6.9,10.6,65.3,17.1,2.0,68.8,16.0,11.3,55.4,55.8,10.8,26.1,31.8
's-Gravenland Capelle,Capelle aan den IJssel,2019,55-64,Female,12.4,10.5,35.0,26.4,16.4,8.8,11.4,65.5,18.2,1.5,67.4,17.2,10.7,51.2,58.6,16.3,26.5,34.0
's-Gravenland Capelle,Capelle aan den IJssel,2020,55-64,Male,12.1,8.1,37.0,23.6,16.1,6.7,10.5,65.6,17.1,1.6,69.2,16.1,10.7,55.2,56.0,9.8,24.3,30.6
's-Gravenland Capelle,Capelle aan den IJssel,2020,55-64,Female,12.6,10.9,35.1,25.9,17.1,8.1,10.8,65.0,18.1,1.8,68.1,17.6,10.7,52.0,57.6,11.2,25.7,32.2
's-Gravenland Capelle,Capelle aan den IJssel,2021,55-64,Male,12.4,8.8,37.2,23.1,16.1,6.9,10.6,65.8,16.7,1.8,69.0,16.0,10.6,54.5,52.9,13.0,23.4,30.4
's-Gravenland Capelle,Capelle aan den IJssel,2021,55-64,Female,13.0,10.7,34.8,25.8,17.3,8.4,11.3,64.9,18.2,2.1,67.8,17.4,10.5,51.8,58.1,11.5,26.0,33.7
's-Gravenland Capelle,Capelle aan den IJssel,2022,55-64,Male,12.7,8.7,37.9,23.6,15.5,6.3,11.1,65.3,16.4,1.4,68.9,15.4,11.4,54.7,52.4,10.4,23.9,28.2
's-Gravenland Capelle,Capelle aan den IJssel,2022,55-64,Female,12.9,10.4,35.4,25.7,16.9,8.8,11.0,64.8,18.0,1.8,67.4,17.6,10.5,51.6,59.1,14.0,28.5,33.3
Capelle-West,Capelle aan den IJssel,2018,18-24,Male,23.2,15.8,21.8,12.0,15.8,17.9,20.7,55.7,29.3,4.0,69.9,8.3,4.9,52.1,62.0,14.4,41.1,40.6
Capelle-West,Capelle aan den IJssel,2018,18-24,Female,23.4,17.7,18.7,14.3,16.3,19.1,21.2,55.3,30.9,5.3,69.2,10.6,5.3,49.5,62.0,11.6,41.6,41.2
Capelle-West,Capelle aan den IJssel,2019,18-24,Male,23.3,15.6,21.7,12.1,15.6,17.2,20.9,56.3,29.1,4.1,70.3,8.9,4.7,52.4,62.0,14.9,40.8,42.1
Capelle-West,Capelle aan den IJssel,2019,18-24,Female,24.0,17.6,19.4,14.7,16.7,19.6,21.5,55.7,30.5,4.8,69.5,10.4,4.9,50.0,62.0,16.5,44.5,41.9
Capelle-West,Capelle aan den IJssel,2020,18-24,Male,23.8,15.6,21.8,11.7,15.9,17.0,20.5,55.6,29.6,4.1,69.9,8.4,4.8,52.5,62.0,10.9,40.8,41.1
Capelle-West,Capelle aan den IJssel,2020,18-24,Female,23.8,18.6,18.8,14.7,16.3,19.2,21.1,55.1,30.7,5.4,68.9,10.6,4.7,50.0,62.0,11.1,43.0,42.2
Capelle-West,Capelle aan den IJssel,2021,18-24,Male,23.1,15.8,21.8,12.5,15.2,17.6,21.1,56.5,29.3,4.3,70.3,8.5,5.0,52.3,62.0,13.2,42.8,40.8
Capelle-West,Capelle aan den IJssel,2021,18-24,Female,23.3,17.7,19.0,14.9,15.8,18.8,21.4,56.0,30.6,5.4,68.9,10.7,4.6,49.8,62.0,10.8,43.5,43.7
Capelle-West,Capelle aan den IJssel,2022,18-24,Male,23.5,15.4,21.2,12.6,15.7,17.6,20.7,55.8,29.7,5.0,69.4,8.5,5.5,52.5,62.0,11.1,42.3,41.7
Capelle-West,Capelle aan den IJssel,2022,18-24,Female,24.1,18.3,19.2,15.0,16.3,19.5,21.2,55.4,30.7,5.1,69.4,10.8,5.2,50.1,62.0,15.7,43.1,41.2
Capelle-West,Capelle aan den IJssel,2018,25-34,Male,22.1,14.5,23.2,15.3,15.4,16.7,19.7,58.9,28.9,3.9,67.8,10.1,5.7,50.2,62.0,12.9,40.3,39.8
Capelle-West,Capelle aan den IJssel,2018,25-34,Female,22.9,17.3,20.8,18.0,16.5,18.6,20.1,57.5,30.4,3.5,67.5,11.2,6.2,47.6,62.0,14.9,43.0,42.5
Capelle-West,Capelle aan den IJssel,2019,25-34,Male,22.6,15.0,23.1,15.0,15.2,16.7,18.9,58.3,28.6,3.2,67.9,9.7,5.7,50.5,62.0,17.2,40.0,40.2
Capelle-West,Capelle aan den IJssel,2019,25-34,Female,22.5,16.6,20.5,18.3,16.7,18.4,19.8,57.4,30.6,4.3,67.1,11.5,6.1,47.5,62.0,12.8,40.2,43.0
Capelle-West,Capelle aan den IJssel,2020,25-34,Male,22.7,14.6,23.5,15.3,15.4,16.3,19.7,58.9,28.1,3.2,67.6,9.7,5.7,50.8,62.0,13.2,38.2,40.6
Capelle-West,Capelle aan den IJssel,2020,25-34,Female,22.7,17.1,20.7,18.3,16.5,18.3,19.9,56.8,30.1,3.9,67.0,11.3,5.7,47.3,62.0,15.1,42.2,42.3
Capelle-West,Capelle aan den IJssel,2021,25-34,Male,22.9,15.1,22.8,15.6,15.4,16.3,18.8,58.4,28.1,4.2,67.6,10.0,6.2,50.3,62.0,14.8,39.5,42.3
Capelle-West,Capelle aan den IJssel,2021,25-34,Female,22.8,17.5,21.2,18.3,16.8,19.2,20.2,57.6,30.8,4.1,67.0,11.6,5.6,47.0,62.0,12.4,40.8,40.1
Capelle-West,Capelle aan den IJssel,2022,25-34,Male,22.5,15.1,23.3,15.0,15.4,16.4,19.5,58.6,28.4,3.4,68.1,10.1,6.4,50.1,62.0,18.0,38.8,40.7
Capelle-West,Capelle aan den IJssel,2022,25-34,Female,22.6,16.8,20.8,17.9,16.1,18.5,19.9,57.2,30.4,3.7,67.0,11.4,6.2,47.1,62.0,17.5,42.6,42.9
Capelle-West,Capelle aan den IJssel,2018,35-44,Male,21.8,13.5,25.5,19.9,17.2,14.9,17.9,60.2,27.3,3.2,65.4,12.8,7.4,48.7,61.7,16.9,37.6,41.3
Capelle-West,Capelle aan den IJssel,2018,35-44,Female,22.0,15.2,23.6,21.9,17.8,16.6,18.4,58.8,28.9,3.9,64.4,14.4,7.9,46.3,62.0,15.8,40.2,39.4
Capelle-West,Capelle aan den IJssel,2019,35-44,Male,22.2,12.8,26.2,19.2,17.2,14.9,17.5,59.6,27.4,3.5,65.0,13.1,7.6,48.9,62.0,15.3,36.0,39.8
Capelle-West,Capelle aan den IJssel,2019,35-44,Female,22.0,15.1,23.3,21.6,17.7,17.0,18.6,59.0,28.7,4.6,64.6,14.8,8.2,45.4,62.0,13.9,38.5,39.7
Capelle-West,Capelle aan den IJssel,2020,35-44,Male,22.6,12.9,25.6,19.8,17.1,15.1,17.6,60.3,26.7,3.3,65.3,12.9,7.7,49.2,58.6,16.2,35.3,38.5
Capelle-West,Capelle aan den IJssel,2020,35-44,Female,21.5,15.2,22.8,21.2,18.3,16.5,18.9,59.4,28.2,4.3,64.4,14.4,7.8,46.2,62.0,12.8,38.3,42.2
Capelle-West,Capelle aan den IJssel,2021,35-44,Male,22.6,12.8,25.6,19.2,17.3,14.6,18.3,60.4,27.0,3.5,64.9,12.8,8.2,48.6,61.6,13.7,35.7,40.4
Capelle-West,Capelle aan den IJssel,2021,35-44,Female,21.7,15.9,22.8,22.1,17.6,16.9,18.7,58.8,28.9,4.3,64.6,14.5,8.2,45.9,62.0,12.6,39.7,39.2
Capelle-West,Capelle aan den IJssel,2022,35-44,Male,21.7,13.7,25.5,19.2,16.9,15.1,17.8,60.1,27.1,3.6,65.0,12.7,7.8,48.8,60.5,15.3,37.4,38.7
Capelle-West,Capelle aan den IJssel,2022,35-44,Female,21.9,15.3,23.5,21.4,17.7,17.0,18.9,59.1,28.3,3.8,64.3,14.3,7.9,46.2,62.0,18.0,39.6,39.0
Capelle-West,Capelle aan den IJssel,2018,45-54,Male,21.3,13.2,27.6,22.3,19.4,13.3,16.6,58.9,25.1,3.6,63.3,18.4,12.1,47.1,62.0,14.0,35.7,38.8
Capelle-West,Capelle aan den IJssel,2018,45-54,Female,22.1,15.8,25.0,25.5,20.3,15.2,17.4,58.0,26.6,4.1,62.3,20.0,11.9,44.2,62.0,12.2,37.6,40.4
Capelle-West,Capelle aan den IJssel,2019,45-54,Male,21.7,13.8,27.9,21.9,19.7,14.0,17.2,59.5,25.3,3.2,63.5,18.7,12.0,46.8,62.0,12.0,37.2,37.7
Capelle-West,Capelle aan den IJssel,2019,45-54,Female,22.4,16.0,25.5,25.1,19.8,15.1,17.3,58.9,26.7,3.4,62.1,20.5,12.3,44.0,62.0,16.7,37.9,38.6
Capelle-West,Capelle aan den IJssel,2020,45-54,Male,21.8,13.2,27.7,21.9,19.9,13.2,17.2,58.9,25.7,3.5,62.7,18.2,11.7,47.2,61.7,12.3,36.7,38.7
Capelle-West,Capelle aan den IJssel,2020,45-54,Female,22.0,16.3,25.3,25.4,20.1,15.0,17.7,58.1,27.0,4.3,62.3,19.8,12.0,43.6,62.0,14.4,37.0,37.6
Capelle-West,Capelle aan den IJssel,2021,45-54,Male,21.5,13.2,28.1,22.2,19.9,13.5,16.6,58.8,24.8,3.3,63.0,18.9,12.5,47.1,62.0,15.3,36.7,37.0
Capelle-West,Capelle aan den IJssel,2021,45-54,Female,21.9,16.1,25.5,25.1,19.7,14.7,17.7,58.1,26.5,3.7,61.7,20.4,11.9,43.7,62.0,14.7,36.8,37.4
Capelle-West,Capelle aan den IJssel,2022,45-54,Male,21.3,13.5,28.3,22.1,20.0,13.5,16.7,59.6,25.2,3.0,62.7,19.0,12.6,47.4,61.6,12.7,36.4,39.0
Capelle-West,Capelle aan den IJssel,2022,45-54,Female,22.0,16.4,25.0,25.9,20.3,15.2,17.6,58.0,26.5,3.8,62.5,20.5,12.1,43.7,62.0,16.1,36.8,38.2
Capelle-West,Capelle aan den IJssel,2018,55-64,Male,20.7,12.4,27.7,20.9,21.5,12.6,16.7,57.5,23.4,3.2,59.5,23.1,15.7,45.8,62.0,16.4,33.6,38.8
Capelle-West,Capelle aan den IJssel,2018,55-64,Female,21.3,15.7,24.9,23.4,22.6,14.1,17.7,55.5,24.6,3.7,59.4,23.9,15.9,42.7,62.0,16.8,35.6,40.7
Capelle-West,Capelle aan den IJssel,2019,55-64,Male,21.0,13.0,27.5,21.0,22.2,12.1,16.5,57.8,23.2,2.6,59.8,23.3,15.4,45.1,62.0,11.6,34.5,40.1
Capelle-West,Capelle aan den IJssel,2019,55-64,Female,20.9,16.4,24.3,23.2,23.1,13.9,17.2,55.6,24.6,3.7,58.5,24.4,15.2,41.7,62.0,13.4,36.1,38.0
Capelle-West,Capelle aan den IJssel,2020,55-64,Male,20.8,12.9,28.1,21.4,21.7,12.3,16.8,57.0,23.7,2.9,59.4,23.5,15.8,45.2,62.0,12.6,34.5,37.4
Capelle-West,Capelle aan den IJssel,2020,55-64,Female,20.8,16.2,25.1,23.9,23.4,14.6,17.1,55.7,24.9,2.9,58.9,24.2,15.9,42.4,62.0,14.3,38.1,37.5
Capelle-West,Capelle aan den IJssel,2021,55-64,Male,21.5,12.6,27.8,21.7,21.8,12.4,16.7,56.9,23.6,3.4,59.5,23.3,15.2,45.2,62.0,12.9,35.1,37.5
Capelle-West,Capelle aan den IJssel,2021,55-64,Female,21.3,16.2,24.5,23.3,22.7,14.6,17.6,56.4,24.3,3.0,58.8,24.6,15.8,42.4,62.0,14.3,36.6,39.7
Capelle-West,Capelle aan den IJssel,2022,55-64,Male,20.8,12.9,27.2,21.1,22.0,12.6,17.0,57.1,23.3,3.3,59.3,23.5,15.9,45.6,62.0,13.9,35.1,39.3
Capelle-West,Capelle aan den IJssel,2022,55-64,Female,21.2,16.5,24.4,23.6,23.0,14.4,17.3,55.7,24.6,3.5,59.3,24.7,15.1,42.2,62.0,17.4,36.5,40.1
Krimpen-Centrum,Krimpen aan den IJssel,2018,18-24,Male,22.2,14.7,25.6,13.9,14.7,17.1,19.5,60.4,29.2,4.6,74.4,7.5,5.4,57.4,62.0,12.6,39.5,40.3
Krimpen-Centrum,Krimpen aan den IJssel,2018,18-24,Female,21.9,17.6,23.0,16.0,15.5,19.1,19.9,59.2,30.5,4.7,73.0,8.6,5.1,54.1,62.0,15.7,43.3,40.5
Krimpen-Centrum,Krimpen aan den IJssel,2019,18-24,Male,22.6,15.5,26.2,13.9,14.2,17.3,19.6,59.9,29.3,4.9,74.1,6.8,5.1,56.7,62.0,12.6,41.2,39.2
Krimpen-Centrum,Krimpen aan den IJssel,2019,18-24,Female,21.9,17.4,23.0,16.7,15.8,19.0,20.4,59.0,30.6,4.6,73.0,8.4,5.5,54.7,62.0,12.0,43.1,38.2
Krimpen-Centrum,Krimpen aan den IJssel,2020,18-24,Male,22.2,15.5,25.4,13.3,14.8,16.6,20.2,59.9,28.8,4.3,74.5,7.0,4.9,56.7,62.0,11.9,39.7,39.0
Krimpen-Centrum,Krimpen aan den IJssel,2020,18-24,Female,21.5,17.0,22.9,16.1,15.4,18.6,20.3,59.3,30.5,4.7,73.8,8.5,5.2,54.6,62.0,15.8,43.0,39.7
Krimpen-Centrum,Krimpen aan den IJssel,2021,18-24,Male,22.5,15.1,26.3,13.5,15.1,16.6,19.7,60.5,28.6,5.2,74.5,7.0,4.9,57.4,62.0,13.6,40.6,39.0
Krimpen-Centrum,Krimpen aan den IJssel,2021,18-24,Female,22.5,16.9,22.8,16.5,15.2,18.4,20.6,58.7,29.8,4.9,73.0,9.1,5.5,54.0,62.0,15.5,40.9,41.0
Krimpen-Centrum,Krimpen aan den IJssel,2022,18-24,Male,22.4,15.5,25.7,13.8,14.2,16.9,19.5,59.7,29.3,4.7,73.9,7.0,5.2,57.0,62.0,12.5,38.5,38.2
Krimpen-Centrum,Krimpen aan den IJssel,2022,18-24,Female,22.3,17.7,22.9,15.9,15.1,19.1,20.1,58.9,29.7,4.7,73.6,9.0,5.3,54.5,62.0,15.9,43.0,38.8
Krimpen-Centrum,Krimpen aan den IJssel,2018,25-34,Male,21.1,13.7,28.0,16.5,14.9,15.2,19.0,63.2,28.8,3.8,71.7,8.9,5.2,55.3,62.0,17.0,38.9,38.2
Krimpen-Centrum,Krimpen aan den IJssel,2018,25-34,Female,22.5,15.8,25.2,18.8,16.0,16.4,20.0,61.7,29.9,4.3,70.5,10.2,4.8,51.3,62.0,16.0,38.4,40.2
Krimpen-Centrum,Krimpen aan den IJssel,2019,25-34,Male,21.0,13.8,27.8,15.7,14.5,15.0,18.2,63.0,28.3,4.2,72.4,8.9,5.6,54.5,61.6,13.1,38.9,37.3
Krimpen-Centrum,Krimpen aan den IJssel,2019,25-34,Female,22.0,16.4,25.3,18.9,15.8,16.2,19.8,61.3,29.6,4.8,70.4,10.4,4.8,51.2,62.0,12.3,38.9,38.8
Krimpen-Centrum,Krimpen aan den IJssel,2020,25-34,Male,21.0,14.0,28.1,16.3,14.3,15.4,19.0,62.8,28.2,3.4,71.9,8.8,4.9,55.2,62.0,13.1,39.4,37.7
Krimpen-Centrum,Krimpen aan den IJssel,2020,25-34,Female,22.2,15.7,25.1,18.9,16.0,16.1,20.4,61.7,29.5,4.8,71.0,10.0,4.7,51.6,62.0,11.4,38.7,37.9
Krimpen-Centrum,Krimpen aan den IJssel,2021,25-34,Male,21.6,14.1,28.3,15.8,14.6,14.9,18.3,63.0,27.8,3.5,72.5,9.0,5.7,54.7,60.2,15.8,35.2,35.4
Krimpen-Centrum,Krimpen aan den IJssel,2021,25-34,Female,22.1,16.0,25.3,18.1,15.6,16.1,19.8,61.2,29.4,4.0,70.6,10.0,5.2,51.6,62.0,15.6,39.3,37.7
